Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Pred_len,Year,Month,day,region,Pred_name,Prey_Name,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date,Prey_sz1,Prey_sex
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,18,1
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,18,2
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,16,2
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,23,1
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,23,2
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,23,1
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,21,2
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,17,1
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,19,2
11012577,8791030401,9,6187010302,52,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,24,2
11012551,8791030401,4,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,24.3,1
11012551,8791030401,4,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,16.5,1
11012551,8791030401,4,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,12.8,2
11012551,8791030401,4,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,18.3,2
11012551,8791030401,4,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,27.6,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,24.1,1
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,23.9,1
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,26,1
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,13.8,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,18.1,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,16.5,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,18.3,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,15.4,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,19.2,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,17.4,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,16.3,2
11012551,8791030401,5,6187010302,67,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,18.4,2
11012551,8791030401,51,6187010302,64,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,19,2
11012551,8791030401,51,6187010302,64,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,21,2
11012551,8791030401,51,6187010302,64,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,40,2
11012551,8791030401,51,6187010302,64,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,38,2
11012551,8791030401,52,6187010302,61,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,24,1
11012551,8791030401,52,6187010302,61,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,24,1
11012551,8791030401,53,6187010302,54,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,16,3
11012551,8791030401,54,6187010302,50,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,16,1
11012551,8791030401,54,6187010302,50,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,27,2
11012551,8791030401,54,6187010302,50,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,14,2
11012577,8791030401,10,6187010302,60,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,29,2
11012577,8791030401,10,6187010302,60,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,16,2
11012577,8791030401,10,6187010302,60,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,32,2
11012577,8791030401,10,6187010302,60,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,34,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,19,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,16,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,16,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,15,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,32,2
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,22,1
11012577,8791030401,11,6187010302,74,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,30,2
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,33,2
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,35,1
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,15,2
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,28,1
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,21,1
11012577,8791030401,12,6187010302,64,1993,6,6,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,5,53.01,-168.37,95,95,19,7.1,5.2,610,20-17,6/6/93 0:00,31,2
11011443,8791030401,8,8845010100,58,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,49,
11011443,8791030401,9,8845010100,54,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,67,
11011443,8791030401,9,8845010100,54,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,74,
11011443,8791030401,12,8845010100,70,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,51,
11011443,8791030401,14,8845010100,48,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,62,
11011443,8791030401,14,8845010100,48,1993,8,2,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,53,
11011445,8791030401,1,8842121201,45,1993,8,3,GOA,Gadus macrocephalus (Pacific cod),Whitebarred prickleback Poroclinus rothrocki,90,199301,247,59.08,-150.51,112,112,12,15.6,6,630,236-156,8/3/93 0:00,110,
11011445,8791030401,2,6187010302,60,1993,8,3,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,247,59.08,-150.51,112,112,12,15.6,6,630,236-156,8/3/93 0:00,34,2
11011445,8791030401,5,8793010710,53,1993,8,3,GOA,Gadus macrocephalus (Pacific cod),Wattled eelpout Lycodes palearis,90,199301,247,59.08,-150.51,112,112,12,15.6,6,630,236-156,8/3/93 0:00,196,
11011447,8791030401,15,8791030701,52,1993,8,3,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,250,58.89,-151.56,119,119,19,11.5,6.9,630,223-152,8/3/93 0:00,325,
11011449,8791030401,6,8791030701,72,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,391,7
11011449,8791030401,12,8791030701,66,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,285,
11011449,8791030401,13,8793010000,62,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Zoarcidae (eelpout) ,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,117,
11011449,8791030401,14,8791030701,73,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,367,
11011449,8791030401,14,8791030701,73,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,341,
11011451,8791030401,6,6187010302,48,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,255,58.75,-150.35,146,146,15,14.6,5.6,630,238-149,8/4/93 0:00,19,1
11011451,8791030401,11,8857040102,55,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Arrowtooth flounder Atheresthes stomias,90,199301,255,58.75,-150.35,146,146,15,14.6,5.6,630,238-149,8/4/93 0:00,84,
11011451,8791030401,15,8831020000,50,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,90,199301,255,58.75,-150.35,146,146,15,14.6,5.6,630,238-149,8/4/93 0:00,52,
11011451,8791030401,15,8831020000,50,1993,8,4,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,90,199301,255,58.75,-150.35,146,146,15,14.6,5.6,630,238-149,8/4/93 0:00,67,
11011959,8791030401,1,8857040601,56,1993,8,5,GOA,Gadus macrocephalus (Pacific cod),Flathead sole Hippoglossoides elassodon,90,199301,261,58.41,-149.68,155,155,12,14.8,5.7,630,246-141,8/5/93 0:00,55,
11011959,8791030401,5,8831020000,66,1993,8,5,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,90,199301,261,58.41,-149.68,155,155,12,14.8,5.7,630,246-141,8/5/93 0:00,129,
11011959,8791030401,5,8791030701,66,1993,8,5,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,261,58.41,-149.68,155,155,12,14.8,5.7,630,246-141,8/5/93 0:00,243,
11011959,8791030401,13,8791030701,74,1993,8,5,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,261,58.41,-149.68,155,155,12,14.8,5.7,630,246-141,8/5/93 0:00,314,
11011968,8791030401,2,6187010302,50,1993,8,20,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,92,199301,273,59.08,-148.55,216,216,18,13.5,5.3,630,260-156,8/20/93 0:00,12,1
11011968,8791030401,3,6187010302,70,1993,8,20,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,92,199301,273,59.08,-148.55,216,216,18,13.5,5.3,630,260-156,8/20/93 0:00,17,1
11011974,8791030401,1,8793010000,55,1993,8,22,GOA,Gadus macrocephalus (Pacific cod),Zoarcidae (eelpout) ,92,199301,279,59.46,-148.35,166,166,13,13.2,5.4,630,262-163,8/22/93 0:00,96,
11011974,8791030401,5,6187010302,60,1993,8,22,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,92,199301,279,59.46,-148.35,166,166,13,13.2,5.4,630,262-163,8/22/93 0:00,26,2
11011974,8791030401,5,6187010302,60,1993,8,22,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,92,199301,279,59.46,-148.35,166,166,13,13.2,5.4,630,262-163,8/22/93 0:00,48,1
11011974,8791030401,5,6187010302,60,1993,8,22,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,92,199301,279,59.46,-148.35,166,166,13,13.2,5.4,630,262-163,8/22/93 0:00,44,2
11012551,8791030401,54,6187010302,50,1990,9,9,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,279,58.38,-151.53,166,166,18,11.1,6,630,224-141,9/9/90 0:00,17,1
