CRUISEJOIN,HAULJOIN,REGION,VESSEL,CRUISE,HAUL,SPECIMENID,BIOSTRATUM,SPECIES_CODE,LENGTH,SEX,WEIGHT,AGE,MATURITY,MATURITY_TABLE,GONAD_WT,AUDITJOIN,SPECIMEN_SUBSAMPLE_METHOD,SPECIMEN_SAMPLE_TYPE,AGE_DETERMINATION_METHOD
784787,784457,GOA,90,199301,6,43,111,21740,490,1,710,5,,,,681718,5,1,1
784787,784457,GOA,90,199301,6,44,111,21740,480,1,925,5,,,,681719,5,1,1
784787,784457,GOA,90,199301,6,45,111,21740,460,1,720,6,,,,681720,5,1,1
784787,784457,GOA,90,199301,6,46,111,21740,540,1,1060,10,,,,681721,5,1,1
784787,784457,GOA,90,199301,6,47,111,21740,500,1,945,5,,,,681722,5,1,1
784787,784457,GOA,90,199301,6,48,111,21740,520,1,1055,6,,,,681723,5,1,1
784787,784457,GOA,90,199301,6,49,111,21740,450,1,720,5,,,,680740,5,1,1
784787,784457,GOA,90,199301,6,50,111,21740,500,1,985,4,,,,681724,5,1,1
784787,784457,GOA,90,199301,6,51,111,21740,440,1,705,6,,,,681725,5,1,1
784787,784457,GOA,90,199301,6,52,111,21740,440,1,665,4,,,,681726,5,1,1
784787,784457,GOA,90,199301,6,53,111,21740,560,1,1160,11,,,,681727,5,1,1
784787,784457,GOA,90,199301,6,54,111,21740,510,1,980,6,,,,681728,5,1,1
784787,784457,GOA,90,199301,6,55,111,21740,530,1,880,6,,,,681729,5,1,1
784787,784457,GOA,90,199301,6,56,111,21740,550,1,1085,9,,,,681730,5,1,1
784787,784457,GOA,90,199301,6,57,111,21740,520,1,1220,5,,,,681731,5,1,1
784787,784457,GOA,90,199301,6,58,111,21740,550,1,1115,8,,,,681732,5,1,1
784787,784457,GOA,90,199301,6,59,111,21740,510,1,1050,5,,,,681733,5,1,1
784787,784457,GOA,90,199301,6,60,111,21740,410,1,560,4,,,,680741,5,1,1
784787,784457,GOA,90,199301,6,61,111,21740,550,2,1195,6,,,,681734,5,1,1
784787,784457,GOA,90,199301,6,62,111,21740,590,2,1325,8,,,,681735,5,1,1
784787,784457,GOA,90,199301,6,63,111,21740,580,2,1220,9,,,,681736,5,1,1
784787,784457,GOA,90,199301,6,64,111,21740,610,2,1395,9,,,,681737,5,1,1
784787,784457,GOA,90,199301,6,65,111,21740,560,2,1120,9,,,,681738,5,1,1
784787,784460,GOA,90,199301,9,66,10,21740,300,1,170,2,,,,681739,5,1,1
784787,784460,GOA,90,199301,9,67,10,21740,170,1,35,1,,,,681740,5,1,1
784787,784460,GOA,90,199301,9,68,10,21740,210,2,64,1,,,,681741,5,1,1
784787,784460,GOA,90,199301,9,69,10,21740,170,2,37,1,,,,681742,5,1,1
784787,784460,GOA,90,199301,9,70,10,21740,180,2,37,1,,,,681743,5,1,1
784787,784460,GOA,90,199301,9,71,10,21740,160,2,26,1,,,,681744,5,1,1
784787,784465,GOA,90,199301,14,72,111,21740,590,1,1512,13,,,,680742,5,1,1
784787,784465,GOA,90,199301,14,73,111,21740,510,1,1041,5,,,,681745,5,1,1
784787,784465,GOA,90,199301,14,74,111,21740,580,1,1454,14,,,,681746,5,1,1
784787,784465,GOA,90,199301,14,75,111,21740,560,1,1422,10,,,,681747,5,1,1
784787,784465,GOA,90,199301,14,76,111,21740,500,1,940,6,,,,681748,5,1,1
784787,784465,GOA,90,199301,14,77,111,21740,580,1,1481,12,,,,681749,5,1,1
784787,784465,GOA,90,199301,14,78,111,21740,540,1,1283,8,,,,681750,5,1,1
784787,784465,GOA,90,199301,14,79,111,21740,550,1,1366,7,,,,681751,5,1,1
784787,784465,GOA,90,199301,14,80,111,21740,590,1,1550,9,,,,681752,5,1,1
784787,784465,GOA,90,199301,14,81,111,21740,530,1,1274,4,,,,681753,5,1,1
784787,784465,GOA,90,199301,14,82,111,21740,490,1,1086,4,,,,681754,5,1,1
784787,784465,GOA,90,199301,14,83,111,21740,530,1,1114,5,,,,681755,5,1,1
784787,784465,GOA,90,199301,14,84,111,21740,570,1,1213,7,,,,681756,5,1,1
784787,784465,GOA,90,199301,14,85,111,21740,540,1,1325,8,,,,680743,5,1,1
784787,784465,GOA,90,199301,14,86,111,21740,560,1,1392,14,,,,681757,5,1,1
784787,784465,GOA,90,199301,14,87,111,21740,520,1,1053,7,,,,681758,5,1,1
784787,784465,GOA,90,199301,14,88,111,21740,600,1,1484,8,,,,681759,5,1,1
784787,784465,GOA,90,199301,14,89,111,21740,510,1,1048,8,,,,681760,5,1,1
784787,784465,GOA,90,199301,14,90,111,21740,440,1,692,5,,,,681761,5,1,1
784787,784465,GOA,90,199301,14,91,111,21740,450,1,720,4,,,,681762,5,1,1
784787,784465,GOA,90,199301,14,92,111,21740,440,1,640,5,,,,681763,5,1,1
784787,784465,GOA,90,199301,14,93,111,21740,480,1,807,4,,,,681764,5,1,1
784787,784465,GOA,90,199301,14,94,111,21740,460,1,713,5,,,,681939,5,1,1
784787,784465,GOA,90,199301,14,95,111,21740,480,1,905,5,,,,681940,5,1,1
784787,784465,GOA,90,199301,14,96,111,21740,450,1,744,5,,,,681941,5,1,1
784787,784465,GOA,90,199301,14,97,111,21740,500,1,977,7,,,,681942,5,1,1
784787,784465,GOA,90,199301,14,98,111,21740,520,1,1015,4,,,,681943,5,1,1
784787,784465,GOA,90,199301,14,99,111,21740,490,1,1014,5,,,,681944,5,1,1
784787,784465,GOA,90,199301,14,100,111,21740,570,2,1143,9,,,,681945,5,1,1
784787,784465,GOA,90,199301,14,101,111,21740,500,2,964,5,,,,680744,5,1,1
784787,784465,GOA,90,199301,14,102,111,21740,470,2,827,4,,,,681946,5,1,1
784787,784465,GOA,90,199301,14,103,111,21740,520,2,1048,4,,,,681947,5,1,1
784787,784465,GOA,90,199301,14,104,111,21740,460,2,755,5,,,,681948,5,1,1
784787,784465,GOA,90,199301,14,105,111,21740,570,2,1368,9,,,,681949,5,1,1
784787,784465,GOA,90,199301,14,106,111,21740,580,2,1335,7,,,,681950,5,1,1
784787,784465,GOA,90,199301,14,107,111,21740,630,2,1702,9,,,,681951,5,1,1
784787,784465,GOA,90,199301,14,108,111,21740,660,2,2003,13,,,,681952,5,1,1
784787,784465,GOA,90,199301,14,109,111,21740,590,2,1699,11,,,,681953,5,1,1
784787,784465,GOA,90,199301,14,110,111,21740,580,2,1350,8,,,,681954,5,1,1
784787,784465,GOA,90,199301,14,111,111,21740,630,2,1831,12,,,,681955,5,1,1
784787,784465,GOA,90,199301,14,112,111,21740,520,2,974,5,,,,681956,5,1,1
784787,784465,GOA,90,199301,14,113,111,21740,480,2,937,3,,,,681957,5,1,1
784787,784465,GOA,90,199301,14,114,111,21740,500,2,1035,4,,,,680745,5,1,1
784787,784465,GOA,90,199301,14,115,111,21740,610,2,1550,9,,,,681958,5,1,1
784787,784465,GOA,90,199301,14,116,111,21740,530,2,1166,6,,,,681959,5,1,1
784787,784465,GOA,90,199301,14,117,111,21740,480,2,889,5,,,,681960,5,1,1
784787,784465,GOA,90,199301,14,118,111,21740,280,2,154,2,,,,681961,5,1,1
784787,784465,GOA,90,199301,14,119,111,21740,620,2,1627,12,,,,681962,5,1,1
784787,784465,GOA,90,199301,14,120,111,21740,590,2,1247,6,,,,681963,5,1,1
784787,784465,GOA,90,199301,14,121,111,21740,600,2,1516,9,,,,681964,5,1,1
784787,784465,GOA,90,199301,14,122,111,21740,510,2,945,5,,,,681965,5,1,1
784787,784465,GOA,90,199301,14,123,111,21740,460,2,793,4,,,,681966,5,1,1
784787,784465,GOA,90,199301,14,124,111,21740,560,2,1186,7,,,,681967,5,1,1
784787,784465,GOA,90,199301,14,125,111,21740,540,2,1289,5,,,,681968,5,1,1
784787,784465,GOA,90,199301,14,126,111,21740,600,2,1498,9,,,,681969,5,1,1
784787,784465,GOA,90,199301,14,127,111,21740,610,2,1709,16,,,,681970,5,1,1
784787,784465,GOA,90,199301,14,128,111,21740,560,2,1309,9,,,,681971,5,1,1
784787,784465,GOA,90,199301,14,129,111,21740,510,2,1163,5,,,,681972,5,1,1
784787,784465,GOA,90,199301,14,130,111,21740,520,2,1176,5,,,,681973,5,1,1
784787,784465,GOA,90,199301,14,131,111,21740,490,2,926,5,,,,681974,5,1,1
784787,784465,GOA,90,199301,14,132,111,21740,550,2,1074,6,,,,681975,5,1,1
784787,784465,GOA,90,199301,14,133,111,21740,650,2,1939,7,,,,680746,5,1,1
784787,784465,GOA,90,199301,14,134,111,21740,690,2,2120,13,,,,681976,5,1,1
784787,784465,GOA,90,199301,14,135,111,21740,660,2,1602,16,,,,681977,5,1,1
784787,784465,GOA,90,199301,14,136,111,21740,620,2,1667,10,,,,681978,5,1,1
784787,784465,GOA,90,199301,14,137,111,21740,690,2,1935,11,,,,681979,5,1,1
784787,784465,GOA,90,199301,14,138,111,21740,670,2,1909,8,,,,681980,5,1,1
784787,784465,GOA,90,199301,14,139,111,21740,650,2,1708,15,,,,681981,5,1,1
784787,784465,GOA,90,199301,14,140,111,21740,640,2,1867,11,,,,681982,5,1,1
784787,784465,GOA,90,199301,14,141,111,21740,640,2,1879,11,,,,681983,5,1,1
784787,784465,GOA,90,199301,14,142,111,21740,550,2,1258,10,,,,681984,5,1,1
784787,784465,GOA,90,199301,14,143,111,21740,470,2,882,5,,,,681985,5,1,1
784787,784465,GOA,90,199301,14,144,111,21740,490,2,775,4,,,,681986,5,1,1
784787,784465,GOA,90,199301,14,145,111,21740,430,2,683,4,,,,680747,5,1,1
784787,784465,GOA,90,199301,14,146,111,21740,440,2,632,4,,,,681987,5,1,1
784787,784490,GOA,90,199301,39,147,11,21740,180,2,34,1,,,,681988,5,1,1
784787,784490,GOA,90,199301,39,148,11,21740,180,1,35,1,,,,681989,5,1,1
784787,784490,GOA,90,199301,39,149,11,21740,190,1,39,1,,,,681990,5,1,1
784787,784490,GOA,90,199301,39,150,11,21740,160,1,27,1,,,,681991,5,1,1
784787,784490,GOA,90,199301,39,151,11,21740,150,2,21,1,,,,681992,5,1,1
784787,784490,GOA,90,199301,39,152,11,21740,170,1,29,1,,,,681993,5,1,1
784787,784490,GOA,90,199301,39,153,11,21740,170,2,28,1,,,,681994,5,1,1
784787,784490,GOA,90,199301,39,154,11,21740,160,2,28,1,,,,681995,5,1,1
784787,784490,GOA,90,199301,39,155,11,21740,150,2,23,1,,,,682170,5,1,1
784787,784490,GOA,90,199301,39,156,11,21740,160,2,24,1,,,,682171,5,1,1
784787,784490,GOA,90,199301,39,157,11,21740,170,1,32,1,,,,682172,5,1,1
784787,784490,GOA,90,199301,39,158,11,21740,140,1,19,1,,,,682173,5,1,1
784787,784490,GOA,90,199301,39,159,11,21740,170,2,31,1,,,,682174,5,1,1
784787,784490,GOA,90,199301,39,160,11,21740,150,1,24,1,,,,680748,5,1,1
784787,784490,GOA,90,199301,39,161,11,21740,160,1,26,1,,,,682175,5,1,1
784787,784490,GOA,90,199301,39,162,11,21740,140,1,17,1,,,,682176,5,1,1
784787,784490,GOA,90,199301,39,163,11,21740,150,1,23,1,,,,682177,5,1,1
784787,784490,GOA,90,199301,39,164,11,21740,260,2,121,2,,,,682178,5,1,1
784787,784490,GOA,90,199301,39,165,11,21740,280,2,164,2,,,,682179,5,1,1
784787,784490,GOA,90,199301,39,166,11,21740,290,2,170,2,,,,682180,5,1,1
784787,784490,GOA,90,199301,39,167,11,21740,270,1,132,2,,,,682181,5,1,1
784787,784490,GOA,90,199301,39,168,11,21740,390,1,490,4,,,,682182,5,1,1
784787,784491,GOA,90,199301,40,169,11,21740,420,2,609,4,,,,682183,5,1,1
784787,784491,GOA,90,199301,40,170,11,21740,430,2,618,4,,,,682184,5,1,1
784787,784491,GOA,90,199301,40,171,11,21740,410,2,573,3,,,,682185,5,1,1
784787,784491,GOA,90,199301,40,172,11,21740,400,2,539,4,,,,682186,5,1,1
784787,784491,GOA,90,199301,40,173,11,21740,420,2,579,4,,,,680749,5,1,1
784787,784491,GOA,90,199301,40,174,11,21740,430,2,580,4,,,,682187,5,1,1
784787,784491,GOA,90,199301,40,175,11,21740,370,2,482,4,,,,682188,5,1,1
784787,784491,GOA,90,199301,40,176,11,21740,420,2,619,4,,,,682189,5,1,1
784787,784491,GOA,90,199301,40,177,11,21740,400,2,504,4,,,,682190,5,1,1
784787,784491,GOA,90,199301,40,178,11,21740,430,2,633,4,,,,682191,5,1,1
784787,784491,GOA,90,199301,40,179,11,21740,440,2,645,4,,,,682192,5,1,1
784787,784491,GOA,90,199301,40,180,11,21740,410,2,567,4,,,,682193,5,1,1
784787,784491,GOA,90,199301,40,181,11,21740,400,2,549,3,,,,682194,5,1,1
784787,784491,GOA,90,199301,40,182,11,21740,390,2,440,5,,,,682195,5,1,1
784787,784491,GOA,90,199301,40,183,11,21740,390,2,534,5,,,,682196,5,1,1
784787,784491,GOA,90,199301,40,184,11,21740,410,2,467,4,,,,682197,5,1,1
784787,784491,GOA,90,199301,40,185,11,21740,390,2,435,3,,,,680750,5,1,1
784787,784491,GOA,90,199301,40,186,11,21740,440,2,638,5,,,,682198,5,1,1
784787,784491,GOA,90,199301,40,187,11,21740,360,2,388,2,,,,682199,5,1,1
784787,784491,GOA,90,199301,40,188,11,21740,370,1,439,3,,,,682200,5,1,1
784787,784491,GOA,90,199301,40,189,11,21740,380,1,491,3,,,,682201,5,1,1
784787,784491,GOA,90,199301,40,190,11,21740,390,1,513,4,,,,682202,5,1,1
784787,784491,GOA,90,199301,40,191,11,21740,380,1,418,4,,,,682203,5,1,1
784787,784491,GOA,90,199301,40,192,11,21740,380,1,510,4,,,,682204,5,1,1
784787,784491,GOA,90,199301,40,193,11,21740,370,1,450,4,,,,682205,5,1,1
784787,784491,GOA,90,199301,40,194,11,21740,400,1,525,4,,,,682206,5,1,1
784787,784491,GOA,90,199301,40,195,11,21740,430,1,590,4,,,,682207,5,1,1
784787,784491,GOA,90,199301,40,196,11,21740,390,1,507,4,,,,682208,5,1,1
784787,784491,GOA,90,199301,40,197,11,21740,410,1,577,3,,,,682209,5,1,1
784787,784491,GOA,90,199301,40,198,11,21740,400,1,540,4,,,,682210,5,1,1
784787,784491,GOA,90,199301,40,199,11,21740,420,1,571,4,,,,682211,5,1,1
784787,784491,GOA,90,199301,40,200,11,21740,430,1,526,4,,,,682212,5,1,1
784787,784491,GOA,90,199301,40,201,11,21740,410,1,480,4,,,,682213,5,1,1
784787,784491,GOA,90,199301,40,202,11,21740,400,1,552,4,,,,682214,5,1,1
784787,784491,GOA,90,199301,40,203,11,21740,410,1,538,3,,,,682215,5,1,1
784787,784491,GOA,90,199301,40,204,11,21740,420,1,585,3,,,,682216,5,1,1
784787,784491,GOA,90,199301,40,205,11,21740,390,1,464,3,,,,682217,5,1,1
784787,784491,GOA,90,199301,40,206,11,21740,420,1,604,4,,,,680751,5,1,1
784787,784491,GOA,90,199301,40,207,11,21740,430,1,611,4,,,,682218,5,1,1
784787,784495,GOA,90,199301,44,208,11,21740,610,2,1484,9,,,,682219,5,1,1
784787,784495,GOA,90,199301,44,209,11,21740,330,2,288,2,,,,682220,5,1,1
784787,784495,GOA,90,199301,44,210,11,21740,320,2,280,2,,,,682221,5,1,1
784787,784495,GOA,90,199301,44,211,11,21740,250,2,118,2,,,,682222,5,1,1
784787,784495,GOA,90,199301,44,212,11,21740,320,2,266,2,,,,682223,5,1,1
784787,784495,GOA,90,199301,44,213,11,21740,290,2,196,2,,,,682224,5,1,1
784787,784495,GOA,90,199301,44,214,11,21740,280,2,177,2,,,,682225,5,1,1
784787,784495,GOA,90,199301,44,215,11,21740,380,2,392,4,,,,682226,5,1,1
784787,784495,GOA,90,199301,44,216,11,21740,460,2,675,5,,,,682398,5,1,1
784787,784495,GOA,90,199301,44,217,11,21740,290,2,197,2,,,,682399,5,1,1
784787,784495,GOA,90,199301,44,218,11,21740,320,2,250,2,,,,680752,5,1,1
784787,784495,GOA,90,199301,44,219,11,21740,640,2,1510,11,,,,682400,5,1,1
784787,784495,GOA,90,199301,44,220,11,21740,260,2,148,2,,,,682401,5,1,1
784787,784495,GOA,90,199301,44,221,11,21740,310,2,232,2,,,,682402,5,1,1
784787,784495,GOA,90,199301,44,222,11,21740,280,2,179,2,,,,682403,5,1,1
784787,784495,GOA,90,199301,44,223,11,21740,260,2,137,2,,,,682404,5,1,1
784787,784495,GOA,90,199301,44,224,11,21740,380,2,439,3,,,,682405,5,1,1
784787,784495,GOA,90,199301,44,225,11,21740,300,2,222,2,,,,682406,5,1,1
784787,784495,GOA,90,199301,44,226,11,21740,380,2,439,4,,,,682407,5,1,1
784787,784495,GOA,90,199301,44,227,11,21740,170,2,35,1,,,,682408,5,1,1
784787,784495,GOA,90,199301,44,228,11,21740,270,2,150,2,,,,682409,5,1,1
784787,784495,GOA,90,199301,44,229,11,21740,300,2,203,2,,,,682410,5,1,1
784787,784495,GOA,90,199301,44,230,11,21740,270,2,150,2,,,,682411,5,1,1
784787,784495,GOA,90,199301,44,231,11,21740,260,2,156,2,,,,682412,5,1,1
784787,784495,GOA,90,199301,44,232,11,21740,310,2,243,2,,,,682413,5,1,1
784787,784495,GOA,90,199301,44,233,11,21740,310,2,246,2,,,,682414,5,1,1
784787,784495,GOA,90,199301,44,234,11,21740,330,1,297,2,,,,682415,5,1,1
784787,784495,GOA,90,199301,44,235,11,21740,290,1,203,2,,,,682416,5,1,1
784787,784495,GOA,90,199301,44,236,11,21740,260,1,146,2,,,,682417,5,1,1
784787,784495,GOA,90,199301,44,237,11,21740,300,1,218,2,,,,682418,5,1,1
784787,784495,GOA,90,199301,44,238,11,21740,270,1,163,2,,,,682419,5,1,1
784787,784495,GOA,90,199301,44,239,11,21740,590,1,1467,10,,,,680753,5,1,1
784787,784495,GOA,90,199301,44,240,11,21740,310,1,259,2,,,,682420,5,1,1
784787,784495,GOA,90,199301,44,241,11,21740,350,1,335,2,,,,682421,5,1,1
784787,784495,GOA,90,199301,44,242,11,21740,320,1,268,2,,,,682422,5,1,1
784787,784495,GOA,90,199301,44,243,11,21740,540,1,1237,9,,,,682423,5,1,1
784787,784495,GOA,90,199301,44,244,11,21740,170,1,39,1,,,,682424,5,1,1
784787,784495,GOA,90,199301,44,245,11,21740,280,1,181,2,,,,682425,5,1,1
784787,784495,GOA,90,199301,44,246,11,21740,330,1,270,2,,,,682426,5,1,1
784787,784495,GOA,90,199301,44,247,11,21740,590,1,1223,9,,,,682427,5,1,1
784787,784495,GOA,90,199301,44,248,11,21740,250,1,153,2,,,,682428,5,1,1
784787,784495,GOA,90,199301,44,249,11,21740,310,1,234,2,,,,682429,5,1,1
784787,784495,GOA,90,199301,44,250,11,21740,270,1,187,2,,,,682430,5,1,1
784787,784495,GOA,90,199301,44,251,11,21740,250,1,122,2,,,,682431,5,1,1
784787,784495,GOA,90,199301,44,252,11,21740,330,1,313,2,,,,682432,5,1,1
784787,784495,GOA,90,199301,44,253,11,21740,560,1,1235,9,,,,682433,5,1,1
784787,784495,GOA,90,199301,44,254,11,21740,280,1,175,2,,,,682434,5,1,1
784787,784495,GOA,90,199301,44,255,11,21740,290,1,207,2,,,,682435,5,1,1
784787,784495,GOA,90,199301,44,256,11,21740,300,1,210,2,,,,682436,5,1,1
784787,784495,GOA,90,199301,44,257,11,21740,300,1,206,2,,,,682437,5,1,1
784787,784495,GOA,90,199301,44,258,11,21740,150,1,29,1,,,,680754,5,1,1
784787,784495,GOA,90,199301,44,259,11,21740,260,1,142,2,,,,682438,5,1,1
784787,784495,GOA,90,199301,44,260,11,21740,270,1,158,2,,,,682439,5,1,1
784787,784495,GOA,90,199301,44,261,11,21740,370,1,421,3,,,,682440,5,1,1
784787,784495,GOA,90,199301,44,262,11,21740,320,1,266,2,,,,682441,5,1,1
784787,784495,GOA,90,199301,44,263,11,21740,290,1,189,2,,,,682442,5,1,1
784787,784495,GOA,90,199301,44,264,11,21740,310,1,244,2,,,,682443,5,1,1
784787,784495,GOA,90,199301,44,265,11,21740,340,1,308,2,,,,682444,5,1,1
784787,784495,GOA,90,199301,44,266,11,21740,280,1,184,2,,,,682445,5,1,1
784787,784495,GOA,90,199301,44,267,11,21740,350,1,360,2,,,,682446,5,1,1
784787,784501,GOA,90,199301,50,268,12,21740,700,1,2247,10,,,,682447,5,1,1
784787,784501,GOA,90,199301,50,269,12,21740,580,1,1140,16,,,,682448,5,1,1
784787,784501,GOA,90,199301,50,270,12,21740,590,1,1281,11,,,,680755,5,1,1
784787,784501,GOA,90,199301,50,271,12,21740,610,1,1246,8,,,,682449,5,1,1
784787,784501,GOA,90,199301,50,272,12,21740,680,1,1914,9,,,,682450,5,1,1
784787,784501,GOA,90,199301,50,273,12,21740,630,1,1428,11,,,,682451,5,1,1
784787,784501,GOA,90,199301,50,274,12,21740,520,1,982,9,,,,682452,5,1,1
784787,784501,GOA,90,199301,50,275,12,21740,660,1,1932,8,,,,682453,5,1,1
784787,784501,GOA,90,199301,50,276,12,21740,140,1,22,1,,,,682454,5,1,1
784787,784501,GOA,90,199301,50,277,12,21740,590,2,1346,6,,,,682626,5,1,1
784787,784501,GOA,90,199301,50,278,12,21740,670,2,1687,8,,,,682627,5,1,1
784787,784501,GOA,90,199301,50,279,12,21740,670,2,2192,10,,,,682628,5,1,1
784787,784501,GOA,90,199301,50,280,12,21740,730,2,2135,9,,,,682629,5,1,1
784787,784501,GOA,90,199301,50,281,12,21740,530,2,950,8,,,,682630,5,1,1
784787,784501,GOA,90,199301,50,282,12,21740,750,2,2580,8,,,,682631,5,1,1
784787,784501,GOA,90,199301,50,283,12,21740,690,2,2103,16,,,,680756,5,1,1
784787,784501,GOA,90,199301,50,284,12,21740,650,2,2017,9,,,,682632,5,1,1
784787,784501,GOA,90,199301,50,285,12,21740,150,2,27,1,,,,682633,5,1,1
784787,784501,GOA,90,199301,50,286,12,21740,750,2,2340,10,,,,682634,5,1,1
784787,784501,GOA,90,199301,50,287,12,21740,150,2,29,1,,,,682635,5,1,1
784787,784516,GOA,90,199301,65,288,13,21740,470,1,759,6,,,,682636,5,1,1
784787,784516,GOA,90,199301,65,289,13,21740,510,1,1014,4,,,,682637,5,1,1
784787,784516,GOA,90,199301,65,290,13,21740,540,1,1168,9,,,,682638,5,1,1
784787,784516,GOA,90,199301,65,291,13,21740,510,1,1110,4,,,,682639,5,1,1
784787,784516,GOA,90,199301,65,292,13,21740,540,1,1190,8,,,,680757,5,1,1
784787,784516,GOA,90,199301,65,293,13,21740,570,1,1208,10,,,,682640,5,1,1
784787,784516,GOA,90,199301,65,294,13,21740,560,1,1127,10,,,,682641,5,1,1
784787,784516,GOA,90,199301,65,295,13,21740,560,1,1076,10,,,,682642,5,1,1
784787,784516,GOA,90,199301,65,296,13,21740,530,1,1089,7,,,,682643,5,1,1
784787,784516,GOA,90,199301,65,297,13,21740,490,1,940,4,,,,682644,5,1,1
784787,784516,GOA,90,199301,65,298,13,21740,530,1,1156,4,,,,682645,5,1,1
784787,784516,GOA,90,199301,65,299,13,21740,580,1,1401,8,,,,682646,5,1,1
784787,784516,GOA,90,199301,65,300,13,21740,470,1,856,4,,,,682647,5,1,1
784787,784516,GOA,90,199301,65,301,13,21740,480,1,763,4,,,,682648,5,1,1
784787,784516,GOA,90,199301,65,302,13,21740,450,1,674,4,,,,682649,5,1,1
784787,784516,GOA,90,199301,65,303,13,21740,440,1,599,4,,,,682650,5,1,1
784787,784516,GOA,90,199301,65,304,13,21740,500,1,956,4,,,,682651,5,1,1
784787,784516,GOA,90,199301,65,305,13,21740,460,1,709,4,,,,680758,5,1,1
784787,784516,GOA,90,199301,65,306,13,21740,520,1,1034,4,,,,682652,5,1,1
784787,784516,GOA,90,199301,65,307,13,21740,550,1,1242,9,,,,682653,5,1,1
784787,784516,GOA,90,199301,65,308,13,21740,590,1,1561,8,,,,682654,5,1,1
