Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Pred_len,Year,Month,day,region,Pred_name,.Prey_Name,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date,Prey_sz1,Prey_sex
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,25.2,2
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,36.9,2
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,23.1,1
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,25.1,1
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,23.4,1
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,32.4,1
11012365,8857041901,2,6187010302,81,1990,7,25,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,174,57.41,-152.62,101,101,8,12.6,,630,210-120,7/25/90 0:00,34.4,1
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,30,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,19,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,34,1
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,24,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,30,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,26,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,27,1
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,17,2
11011440,8857041901,10,6187010302,73,1993,8,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,238,59.46,-153.14,40,40,11,13.4,10.9,630,204-163,8/1/93 0:00,25,2
11011443,8857041901,1,8845010100,47,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,106,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,49,
11011443,8857041901,3,8791030701,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,51,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,43,
11011443,8857041901,3,8791030701,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,50,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,44,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,47,
11011443,8857041901,3,8791030701,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,45,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,48,
11011443,8857041901,3,8845010100,54,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,45,
11011443,8857041901,4,8845010100,51,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,71,
11011443,8857041901,4,8845010100,51,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,68,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,85,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,75,
11011443,8857041901,5,8791030701,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,58,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,101,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,88,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,104,
11011443,8857041901,5,8845010100,58,1993,8,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,90,199301,243,59.58,-151.96,42,42,15,9.6,9.1,630,218-166,8/2/93 0:00,77,
11012615,8857041901,2,6187010302,72,1990,7,30,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,199,57.41,-151.54,73,73,17,,,630,223-120,7/30/90 0:00,34.7,1
11012615,8857041901,2,6187010302,72,1990,7,30,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,199,57.41,-151.54,73,73,17,,,630,223-120,7/30/90 0:00,29,1
11012615,8857041901,9,8791030701,70,1990,7,30,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,199,57.41,-151.54,73,73,17,,,630,223-120,7/30/90 0:00,282.894,7
11012616,8857041901,2,8842120000,71,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Stichaeidae..prickleback..,19,199001,200,57.81,-151.71,51,51,10,9.8,7.2,630,221-128,8/3/90 0:00,71.9,3
11012616,8857041901,2,6187010302,71,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,200,57.81,-151.71,51,51,10,9.8,7.2,630,221-128,8/3/90 0:00,23.4,2
11015437,8857041901,3,6187010302,65,1993,7,23,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,90,199301,198,56.11,-154.17,106,106,14,11.9,5.9,620,192-91,7/23/93 0:00,21,1
11012500,8857041901,6,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,83,
11012500,8857041901,6,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,89,
11012500,8857041901,7,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,111,
11012500,8857041901,7,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,75,
11012500,8857041901,7,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,103,
11012500,8857041901,7,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,84,
11012500,8857041901,7,8755030201,57,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,97,
11012500,8857041901,8,8755030201,66,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,70,
11012500,8857041901,8,8755030201,66,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,62,
11012500,8857041901,8,8755030201,66,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,72,
11012500,8857041901,8,8755030201,66,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,100,
11012500,8857041901,8,8755030201,66,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,76,
11012500,8857041901,9,8755030201,68,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,94,
11012500,8857041901,9,8755030201,68,1993,9,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,92,199301,317,59.85,-146.18,84,84,21,13.3,8.1,640,288-171,9/2/93 0:00,108,
11013029,8857041901,6,6187010302,83,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,30,2
11013029,8857041901,6,6187010302,83,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,45,1
11013029,8857041901,8,6187010302,49,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,9,2
11013029,8857041901,9,6187010302,74,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,22,1
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,29,3
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,26,1
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,38,1
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,20,2
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,26,2
11013029,8857041901,10,6187010302,82,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,26,2
11013029,8857041901,11,8791030701,115,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,380,7
11013029,8857041901,12,6187010302,79,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,35,1
11013029,8857041901,12,6187010302,79,1996,6,28,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,155,56.27,-154.51,87,87,17,9.2,5.8,620,188-94,6/28/96 0:00,30,2
11013034,8857041901,2,6187010302,70,1996,7,1,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,167,57.85,-150.29,157,157,17,10.4,5.6,630,239-129,7/1/96 0:00,42,1
11013038,8857041901,2,8755030201,67,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,94,199601,172,58.29,-150.83,64,64,11,8.5,8.1,630,232-139,7/2/96 0:00,110,
11013038,8857041901,4,8845010100,63,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,94,199601,172,58.29,-150.83,64,64,11,8.5,8.1,630,232-139,7/2/96 0:00,117,
11013038,8857041901,7,8845010100,57,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,94,199601,172,58.29,-150.83,64,64,11,8.5,8.1,630,232-139,7/2/96 0:00,98,
11013038,8857041901,8,8755030201,61,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,94,199601,172,58.29,-150.83,64,64,11,8.5,8.1,630,232-139,7/2/96 0:00,116,
11013038,8857041901,9,8755030201,58,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,94,199601,172,58.29,-150.83,64,64,11,8.5,8.1,630,232-139,7/2/96 0:00,119,
11013040,8857041901,3,8755030201,60,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,94,199601,175,58.25,-151.54,72,72,20,8.2,6.7,630,223-138,7/2/96 0:00,90,
11013040,8857041901,9,8755030000,59,1996,7,2,GOA,Hippoglossus stenolepis (Pacific halibut),Osmeridae..smelt..,94,199601,175,58.25,-151.54,72,72,20,8.2,6.7,630,223-138,7/2/96 0:00,98,
11013245,8857041901,2,6187010302,55,1996,7,5,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,186,59.27,-153.01,70,70,21,8.7,7.6,630,206-159,7/5/96 0:00,17,1
11013245,8857041901,7,8791030701,95,1996,7,5,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,186,59.27,-153.01,70,70,21,8.7,7.6,630,206-159,7/5/96 0:00,465,
11013562,8857041901,1,6187010302,43,1996,7,6,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,94,199601,190,58.62,-152.68,76,76,17,8.4,5.2,630,210-146,7/6/96 0:00,22,2
11013562,8857041901,3,8791030701,92,1996,7,6,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,190,58.62,-152.68,76,76,17,8.4,5.2,630,210-146,7/6/96 0:00,193,6
11013568,8857041901,1,8791030701,84,1996,7,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,199,59.15,-150.19,138,138,18,10.7,5.5,630,240-157,7/8/96 0:00,147,6
11013568,8857041901,3,8791030701,89,1996,7,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,199,59.15,-150.19,138,138,18,10.7,5.5,630,240-157,7/8/96 0:00,139,6
11013568,8857041901,3,8791030701,89,1996,7,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,199,59.15,-150.19,138,138,18,10.7,5.5,630,240-157,7/8/96 0:00,141,6
11013568,8857041901,3,8791030701,89,1996,7,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,199,59.15,-150.19,138,138,18,10.7,5.5,630,240-157,7/8/96 0:00,215,6
11013568,8857041901,3,8791030701,89,1996,7,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,94,199601,199,59.15,-150.19,138,138,18,10.7,5.5,630,240-157,7/8/96 0:00,151,6
11012616,8857041901,6,8791030701,60,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,200,57.81,-151.71,51,51,10,9.8,7.2,630,221-128,8/3/90 0:00,59,3
11012616,8857041901,9,8755030201,64,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,200,57.81,-151.71,51,51,10,9.8,7.2,630,221-128,8/3/90 0:00,100.6,2
11012617,8857041901,1,8755030201,73,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,89,3
11012617,8857041901,1,8755030201,73,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,77.6,3
11012617,8857041901,6,8755030201,78,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,86.5,3
11012617,8857041901,7,8755030201,80,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,91.4,3
11012617,8857041901,8,8755030201,77,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Capelin.Mallotus.villosus,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,87.2,2
11012617,8857041901,9,8845010100,54,1990,8,3,GOA,Hippoglossus stenolepis (Pacific halibut),Ammodytidae..sandlance..Ammodytes.sp.,19,199001,201,57.84,-151.55,62,62,13,,,630,223-129,8/3/90 0:00,55.5,3
11012632,8857041901,1,8791030701,124,1990,8,6,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,216,58.34,-149.51,163,163,11,,,630,248-140,8/6/90 0:00,385.787,7
11012633,8857041901,1,8791030701,84,1990,8,6,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,219,58.34,-148.74,130,130,19,,,630,257-140,8/6/90 0:00,415.185,7
11012633,8857041901,2,8791030701,89,1990,8,6,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,219,58.34,-148.74,130,130,19,,,630,257-140,8/6/90 0:00,206.458,7
11013406,8857041901,1,8791030701,87,1990,8,8,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,230,59.06,-152.46,132,132,16,,6.4,630,212-155,8/8/90 0:00,462.222,7
11013406,8857041901,2,6187010302,83,1990,8,8,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,230,59.06,-152.46,132,132,16,,6.4,630,212-155,8/8/90 0:00,66.5,2
11013416,8857041901,8,8842120000,35,1990,8,12,GOA,Hippoglossus stenolepis (Pacific halibut),Stichaeidae..prickleback..,19,199001,240,58.63,-153.49,35,35,18,,,630,200-146,8/12/90 0:00,92.5,3
11013416,8857041901,9,6187010302,34,1990,8,12,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,240,58.63,-153.49,35,35,18,,,630,200-146,8/12/90 0:00,20.9,1
11013416,8857041901,9,8831020300,34,1990,8,12,GOA,Hippoglossus stenolepis (Pacific halibut),Cottoidei..sculpin..Artediellus.sp.,19,199001,240,58.63,-153.49,35,35,18,,,630,200-146,8/12/90 0:00,22.4,3
11013423,8857041901,1,8791030701,100,1990,8,14,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,248,56.68,-156.23,198,198,15,,,620,167-103,8/14/90 0:00,415.185,7
11013423,8857041901,3,8791030701,101,1990,8,14,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,248,56.68,-156.23,198,198,15,,,620,167-103,8/14/90 0:00,444.583,7
11013423,8857041901,5,8791030701,95,1990,8,14,GOA,Hippoglossus stenolepis (Pacific halibut),Walleye.pollock.Gadus.chalcogrammus,19,199001,248,56.68,-156.23,198,198,15,,,620,167-103,8/14/90 0:00,232.917,7
11013426,8857041901,1,6187010302,115,1990,8,15,GOA,Hippoglossus stenolepis (Pacific halibut),Tanner.crab.Chionoecetes.bairdi,19,199001,251,57.88,-154.38,214,214,13,,,620,189-130,8/15/90 0:00,82.8,1
