Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Pred_len,Year,Month,day,region,Pred_name,Prey_Name,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date,Prey_sz1,Prey_sex
11012348,8791030701,5,8831090000,65,1990,7,15,GOA,Gadus chalcogrammus (walleye pollock),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,14.3,3
11012348,8791030701,5,8831090000,65,1990,7,15,GOA,Gadus chalcogrammus (walleye pollock),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,15,3
11012348,8791030701,5,8831090000,65,1990,7,15,GOA,Gadus chalcogrammus (walleye pollock),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,14.5,3
11012361,8791030701,3,8791030701,55,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,170,56.74,-155.31,179,179,12,10.9,,620,178-105,7/18/90 0:00,32,3
11012361,8791030701,9,8755030201,59,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Capelin Mallotus villosus,19,199001,170,56.74,-155.31,179,179,12,10.9,,620,178-105,7/18/90 0:00,65,3
11012361,8791030701,12,8791030701,49,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,170,56.74,-155.31,179,179,12,10.9,,620,178-105,7/18/90 0:00,35,3
11012361,8791030701,12,8791030701,49,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,170,56.74,-155.31,179,179,12,10.9,,620,178-105,7/18/90 0:00,37,3
11012361,8791030701,14,8791030701,48,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,170,56.74,-155.31,179,179,12,10.9,,620,178-105,7/18/90 0:00,35,3
11012362,8791030701,1,8735000000,48,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Teleostei (fish) ,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,50,3
11012362,8791030701,3,8791030701,51,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,37,3
11012362,8791030701,4,8791030701,52,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,35,3
11012362,8791030701,6,8791030701,59,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,35,3
11012362,8791030701,7,8735000000,48,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Teleostei (fish) ,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,60,3
11014711,8791030701,12,8755030201,52,1993,6,23,GOA,Gadus chalcogrammus (walleye pollock),Capelin Mallotus villosus,90,199301,82,55.54,-160.74,29,29,7,9.1,6.5,610,112-77,6/23/93 0:00,66,
11014711,8791030701,14,8791030701,53,1993,6,23,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,90,199301,82,55.54,-160.74,29,29,7,9.1,6.5,610,112-77,6/23/93 0:00,93,
11014711,8791030701,15,8755030201,56,1993,6,23,GOA,Gadus chalcogrammus (walleye pollock),Capelin Mallotus villosus,90,199301,82,55.54,-160.74,29,29,7,9.1,6.5,610,112-77,6/23/93 0:00,98,
11014711,8791030701,15,8755030201,56,1993,6,23,GOA,Gadus chalcogrammus (walleye pollock),Capelin Mallotus villosus,90,199301,82,55.54,-160.74,29,29,7,9.1,6.5,610,112-77,6/23/93 0:00,94,
11013870,8791030701,15,8735010000,56,1993,6,26,GOA,Gadus chalcogrammus (walleye pollock),Non-gadoid fish remains ,90,199301,89,55.29,-158.94,198,198,19,8.7,,620,134-72,6/26/93 0:00,82,
11010195,8791030701,6,8857040102,61,1993,7,2,GOA,Gadus chalcogrammus (walleye pollock),Arrowtooth flounder Atheresthes stomias,90,199301,111,55.91,-158.76,146,146,7,8.9,5.6,620,136-86,7/2/93 0:00,36,
11010195,8791030701,10,8755030501,60,1993,7,2,GOA,Gadus chalcogrammus (walleye pollock),Eulachon Thaleichthys pacificus ,90,199301,111,55.91,-158.76,146,146,7,8.9,5.6,620,136-86,7/2/93 0:00,100,
11010195,8791030701,12,8791030701,63,1993,7,2,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,90,199301,111,55.91,-158.76,146,146,7,8.9,5.6,620,136-86,7/2/93 0:00,111,
11010207,8791030701,5,8845010100,58,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,41,
11010207,8791030701,5,8845010100,58,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,44,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,40,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,43,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,39,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,44,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,42,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,49,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,43,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,41,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,46,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,46,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,41,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,49,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,52,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,53,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,42,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,43,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,43,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,51,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,46,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,42,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,48,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,44,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,44,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,47,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,46,
11010207,8791030701,6,8845010100,61,1993,7,5,GOA,Gadus chalcogrammus (walleye pollock),Ammodytidae (sandlance) Ammodytes sp.,90,199301,126,56.31,-158.39,35,35,7,9.7,7.2,620,141-95,7/5/93 0:00,45,
11012362,8791030701,10,8791030701,61,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,37,3
11012362,8791030701,11,8791030701,41,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,35,3
11012362,8791030701,12,8755030501,49,1990,7,18,GOA,Gadus chalcogrammus (walleye pollock),Eulachon Thaleichthys pacificus ,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,40,3
11012364,8791030701,1,8831020000,46,1990,7,23,GOA,Gadus chalcogrammus (walleye pollock),Cottidae (sculpin) ,19,199001,173,57.56,-151.7,141,141,11,,,630,222-123,7/23/90 0:00,17,3
11012375,8791030701,2,8735010000,62,1990,7,28,GOA,Gadus chalcogrammus (walleye pollock),Non-gadoid fish remains ,19,199001,184,56.09,-153.72,212,212,8,,,630,197-90,7/28/90 0:00,21,3
11012611,8791030701,3,8842120000,56,1990,7,30,GOA,Gadus chalcogrammus (walleye pollock),Stichaeidae (prickleback) ,19,199001,195,57.2,-152.94,126,126,8,,,630,207-115,7/30/90 0:00,27.4,3
11012611,8791030701,3,8842120000,56,1990,7,30,GOA,Gadus chalcogrammus (walleye pollock),Stichaeidae (prickleback) ,19,199001,195,57.2,-152.94,126,126,8,,,630,207-115,7/30/90 0:00,37.1,3
