Hauljoin, Pred_nodc, Pred_specn, Prey_nodc, Pred_len, Year, Month, day, region, Pred_name, Prey_Name, Vessel, Cruise, Haul, Rlat, Rlong, Gear_depth, Bottom_depth, Start_hour, Surface_temp, Gear_temp, INPFC_Area, Stationid, Start_date, Prey_sz1, Prey_sex
11011551,8827020101,4,8831021502,44,1990,7,4,GOA,Anoplopoma fimbria (sablefish),Bigmouth sculpin Hemitripterus bolini,19,199001,109,55.32,-158.19,124,124,13,10.1,,620,143-72,7/4/90 0:00,30,3
11011551,8827020101,9,8831021502,45,1990,7,4,GOA,Anoplopoma fimbria (sablefish),Bigmouth sculpin Hemitripterus bolini,19,199001,109,55.32,-158.19,124,124,13,10.1,,620,143-72,7/4/90 0:00,28.5,3
11012345,8827020101,5,6187010302,57,1990,7,14,GOA,Anoplopoma fimbria (sablefish),Tanner crab Chionoecetes bairdi,19,199001,148,55.55,-155.63,205,205,12,10.2,,620,174-78,7/14/90 0:00,5,2
11012348,8827020101,3,8831090000,72,1990,7,15,GOA,Anoplopoma fimbria (sablefish),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,10.8,3
11012348,8827020101,3,8831090000,72,1990,7,15,GOA,Anoplopoma fimbria (sablefish),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,8.6,3
11012348,8827020101,7,8831090000,63,1990,7,15,GOA,Anoplopoma fimbria (sablefish),Cyclopteridae (snailfish) ,19,199001,155,55.5,-156.3,212,212,13,10.3,,620,166-77,7/15/90 0:00,17.9,3
11012359,8827020101,4,8791030701,72,1990,7,18,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,168,56.62,-155.71,238,238,8,11.3,,620,173-102,7/18/90 0:00,203.241,7
11012362,8827020101,1,8791030701,48,1990,7,18,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,235.856,6
11012362,8827020101,6,8791030701,65,1990,7,18,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,171,56.83,-155.32,234,234,14,12.3,,620,178-107,7/18/90 0:00,218.218,8
11012366,8827020101,3,6187010302,45,1990,7,25,GOA,Anoplopoma fimbria (sablefish),Tanner crab Chionoecetes bairdi,19,199001,175,57.14,-152.61,110,110,11,12.1,,630,211-114,7/25/90 0:00,20.6,2
11012629,8827020101,4,6187010302,69,1990,8,5,GOA,Anoplopoma fimbria (sablefish),Tanner crab Chionoecetes bairdi,19,199001,213,58.1,-149.53,229,229,17,,,630,248-135,8/5/90 0:00,54.2,2
11013421,8827020101,3,8791030701,48,1990,8,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,245,57.73,-154.99,291,291,16,12.3,,620,182-127,8/13/90 0:00,247.616,8
11013421,8827020101,4,8791030701,48,1990,8,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,245,57.73,-154.99,291,291,16,12.3,,620,182-127,8/13/90 0:00,184.524,7
11013421,8827020101,6,8791030701,59,1990,8,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,19,199001,245,57.73,-154.99,291,291,16,12.3,,620,182-127,8/13/90 0:00,186.604,7
11010725,8827020101,7,8791030701,63,1993,7,7,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,135,56.19,-156.43,247,247,7,9.1,5.3,620,164-92,7/7/93 0:00,325,
11010734,8827020101,4,8791030701,69,1993,7,8,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,144,56.59,-156.22,252,252,17,10.8,5.2,620,167-101,7/8/93 0:00,368,7
11010734,8827020101,5,8791030701,70,1993,7,8,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,144,56.59,-156.22,252,252,17,10.8,5.2,620,167-101,7/8/93 0:00,391,7
11010734,8827020101,6,8791030701,73,1993,7,8,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,144,56.59,-156.22,252,252,17,10.8,5.2,620,167-101,7/8/93 0:00,321,
11010734,8827020101,9,8791030701,70,1993,7,8,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,144,56.59,-156.22,252,252,17,10.8,5.2,620,167-101,7/8/93 0:00,382,7
11010746,8827020101,7,8791030701,60,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,159,56.87,-155.64,283,283,16,12,5.3,620,174-108,7/11/93 0:00,321,7
11010748,8827020101,2,8791030701,54,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,161,56.97,-155.35,260,260,20,12,5.3,620,177-110,7/11/93 0:00,221,8
11010748,8827020101,3,8791030701,68,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,161,56.97,-155.35,260,260,20,12,5.3,620,177-110,7/11/93 0:00,201,7
11010748,8827020101,3,8791030701,68,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,161,56.97,-155.35,260,260,20,12,5.3,620,177-110,7/11/93 0:00,244,7
11010748,8827020101,4,8791030701,60,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,161,56.97,-155.35,260,260,20,12,5.3,620,177-110,7/11/93 0:00,365,7
11010748,8827020101,7,8791030701,66,1993,7,11,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,161,56.97,-155.35,260,260,20,12,5.3,620,177-110,7/11/93 0:00,237,
11015414,8827020101,3,8791030701,65,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,169,57.13,-155.38,258,258,13,12.2,5.3,620,177-113,7/13/93 0:00,379,7
11015414,8827020101,5,8831020000,67,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Cottidae (sculpin) ,90,199301,169,57.13,-155.38,258,258,13,12.2,5.3,620,177-113,7/13/93 0:00,51,
11015414,8827020101,8,8755030501,65,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,90,199301,169,57.13,-155.38,258,258,13,12.2,5.3,620,177-113,7/13/93 0:00,161,
11015415,8827020101,8,8791030701,65,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,170,57.21,-155.68,271,271,16,11.6,5.3,620,173-115,7/13/93 0:00,391,7
11015415,8827020101,8,8791030701,65,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,170,57.21,-155.68,271,271,16,11.6,5.3,620,173-115,7/13/93 0:00,379,7
11015415,8827020101,9,8791030701,73,1993,7,13,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,170,57.21,-155.68,271,271,16,11.6,5.3,620,173-115,7/13/93 0:00,291,7
11015417,8827020101,4,8791030701,58,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,172,57.32,-155.08,238,238,7,11.5,5.1,620,181-118,7/14/93 0:00,297,8
11015417,8827020101,5,8831020000,56,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Cottidae (sculpin) ,90,199301,172,57.32,-155.08,238,238,7,11.5,5.1,620,181-118,7/14/93 0:00,62,
11015417,8827020101,8,8791030701,59,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,172,57.32,-155.08,238,238,7,11.5,5.1,620,181-118,7/14/93 0:00,265,7
11015417,8827020101,8,8791030701,59,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,172,57.32,-155.08,238,238,7,11.5,5.1,620,181-118,7/14/93 0:00,241,7
11015418,8827020101,2,8791030701,57,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,174,57.73,-155,272,272,12,11.6,5.2,620,182-127,7/14/93 0:00,341,7
11015418,8827020101,8,8791030701,65,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,174,57.73,-155,272,272,12,11.6,5.2,620,182-127,7/14/93 0:00,335,8
11015418,8827020101,10,8791030701,68,1993,7,14,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,174,57.73,-155,272,272,12,11.6,5.2,620,182-127,7/14/93 0:00,233,
11015436,8827020101,2,8791030701,63,1993,7,23,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,197,56.19,-153.89,194,194,11,12.4,5.3,630,195-92,7/23/93 0:00,294,
11015436,8827020101,4,8791030701,72,1993,7,23,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,197,56.19,-153.89,194,194,11,12.4,5.3,630,195-92,7/23/93 0:00,338,
11015436,8827020101,6,8791030701,74,1993,7,23,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,197,56.19,-153.89,194,194,11,12.4,5.3,630,195-92,7/23/93 0:00,347,7
11015442,8827020101,1,8791030701,67,1993,7,25,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,207,56.31,-152.73,349,349,12,12,4.6,630,209-95,7/25/93 0:00,301,
11011449,8827020101,1,8791030701,64,1993,8,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,351,
11011449,8827020101,6,8791030701,72,1993,8,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,274,7
11011449,8827020101,8,8791030701,65,1993,8,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,318,7
11011449,8827020101,9,8791030701,64,1993,8,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,309,7
11011449,8827020101,10,8791030701,75,1993,8,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,90,199301,252,58.58,-151.27,170,170,7,13.9,5.6,630,227-145,8/4/93 0:00,388,7
11011961,8827020101,1,8857040102,76,1993,8,17,GOA,Anoplopoma fimbria (sablefish),Arrowtooth flounder Atheresthes stomias,92,199301,266,59.72,-149.16,190,190,9,13.9,5.8,630,252-169,8/17/93 0:00,236,
11011965,8827020101,2,8755030501,63,1993,8,18,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,92,199301,270,59.45,-149.15,219,219,8,13.8,5.4,630,252-163,8/18/93 0:00,149,
11011969,8827020101,8,8791030701,75,1993,8,21,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,274,59.1,-149.77,198,198,8,11.9,5.5,630,245-156,8/21/93 0:00,307,
11011977,8827020101,6,8791030701,47,1993,8,23,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,282,59.57,-148.8,108,108,8,12,5.9,630,257-166,8/23/93 0:00,59,
11012495,8827020101,5,8791030701,60,1993,9,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,312,59.82,-147.03,187,187,8,12.8,5.5,630,278-171,9/2/93 0:00,292,7
11012497,8827020101,1,8791030701,66,1993,9,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,314,60.06,-147.16,216,216,12,12.9,5.8,630,276-176,9/2/93 0:00,129,
11012508,8827020101,2,8791030701,69,1993,9,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,325,59.97,-144.85,216,216,16,13.4,5.5,640,304-174,9/4/93 0:00,329,7
11012508,8827020101,5,8791030701,66,1993,9,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,92,199301,325,59.97,-144.85,216,216,16,13.4,5.5,640,304-174,9/4/93 0:00,266,
11013443,8827020101,11,8755030201,48,1999,6,20,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,23,199901,144,58.22,-153.28,178,178,6,7.4,4.3,630,202-137,6/20/99 0:00,100,3
11011835,8827020101,49,8791030000,58,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Gadidae (gadid fish) ,57,200101,126,56.56,-155.89,244,250,8,10,5.5,620,171-101,6/17/01 0:00,136,3
11011835,8827020101,46,8831080000,63,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Agonidae (poacher) ,57,200101,126,56.56,-155.89,244,250,8,10,5.5,620,171-101,6/17/01 0:00,120,5
11011835,8827020101,51,8791030701,70,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,126,56.56,-155.89,244,250,8,10,5.5,620,171-101,6/17/01 0:00,183,3
11012076,8827020101,53,8791030701,59,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,127,56.6,-155.98,,284,10,10.1,,620,170-102,6/17/01 0:00,215,3
11012080,8827020101,60,8755030501,65,2001,6,18,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,57,200101,131,57.49,-154.86,206,212,8,11,5.6,620,183-121,6/18/01 0:00,144,3
11012080,8827020101,60,8755030501,65,2001,6,18,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,57,200101,131,57.49,-154.86,206,212,8,11,5.6,620,183-121,6/18/01 0:00,171,3
11012080,8827020101,54,8755030501,65,2001,6,18,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,57,200101,131,57.49,-154.86,206,212,8,11,5.6,620,183-121,6/18/01 0:00,187,3
11010461,8827020101,16,8791030701,62,1996,5,30,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,100,199601,36,54.16,-162.28,346,346,20,6.2,4.6,610,94-45,5/30/96 0:00,140.86,6
11011278,8827020101,10,8831020901,63,2001,6,6,GOA,Anoplopoma fimbria (sablefish),Spinyhead sculpin Dasycottus setiger,57,200101,68,54.42,-159.57,197,205,17,8.1,5.6,610,126-51,6/6/01 0:00,47,3
11012095,8827020101,267,8735000000,59,2001,6,24,GOA,Anoplopoma fimbria (sablefish),Teleostei (fish) ,57,200101,149,56.32,-153.1,159,166,15,9.3,5.8,630,205-95,6/24/01 0:00,10,5
11012095,8827020101,266,8735000000,54,2001,6,24,GOA,Anoplopoma fimbria (sablefish),Teleostei (fish) ,57,200101,149,56.32,-153.1,159,166,15,9.3,5.8,630,205-95,6/24/01 0:00,11,5
11012095,8827020101,269,8845010100,56,2001,6,24,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,149,56.32,-153.1,159,166,15,9.3,5.8,630,205-95,6/24/01 0:00,92,3
11013142,8827020101,31,8755030000,54,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,130,5
11013142,8827020101,36,8755030201,57,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,100,3
11013142,8827020101,36,8755030201,57,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,104,3
11013142,8827020101,33,8755030201,58,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,108,3
11013142,8827020101,33,8755030201,58,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,110,3
11013142,8827020101,33,8755030201,58,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,135,3
11013149,8827020101,58,8755030201,58,2001,7,11,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,218,58.58,-150.51,175,181,14,11.8,5.7,630,236-145,7/11/01 0:00,153,3
11013149,8827020101,59,8793010000,61,2001,7,11,GOA,Anoplopoma fimbria (sablefish),Zoarcidae (eelpout) ,57,200101,218,58.58,-150.51,175,181,14,11.8,5.7,630,236-145,7/11/01 0:00,95,5
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,85,3
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,85,3
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,87,3
11012078,8827020101,10,8791030701,55,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,160,5
11012078,8827020101,7,8791030701,57,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,160,5
11012078,8827020101,1,8791030701,57,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,180,5
11012078,8827020101,15,8791030701,59,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,175,5
11012078,8827020101,73,8791030701,64,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,250,5
11012098,8827020101,308,8755030000,71,2001,6,25,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,152,56.3,-153.16,250,256,7,9.4,5,630,204-95,6/25/01 0:00,93,5
11012098,8827020101,309,8826010201,72,2001,6,25,GOA,Anoplopoma fimbria (sablefish),Shortspine thornyhead Sebastolobus alascanus,57,200101,152,56.3,-153.16,250,256,7,9.4,5,630,204-95,6/25/01 0:00,230,3
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,100,5
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,104,3
