Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Prey_cnt,Prey_twt,Pred_stomwt,Pred_len,Pred_full,Pred_wt,Year,Month,day,region,Pred_name,Prey_Name,Pred_lh,Pred_dig,Prey_lh,Pred_sex,Prey_parts,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date
11010015.0,8827020101.0,10.0,9999990000.0,,2.0,2.0,69.0,2.0,3511.6999999999998,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010015.0,8827020101.0,11.0,9999990000.0,,9.0,9.0,69.0,2.0,3511.6999999999998,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010015.0,8827020101.0,12.0,9999990000.0,,1.5,1.5,69.0,2.0,3511.6999999999998,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010015.0,8827020101.0,13.0,9999990000.0,,3.0,3.0,75.0,2.0,4598.8000000000002,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010015.0,8827020101.0,14.0,9999990000.0,,1.5,1.5,77.0,2.0,5007.3000000000002,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010018.0,8827020101.0,1.0,8735000000.0,,72.0,80.0,73.0,3.0,4292.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,2.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,2.0,0.0,,0.0,0.0,50.0,1.0,1239.0999999999999,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,3.0,8735000000.0,,10.0,10.0,65.0,2.0,2894.9000000000001,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,4.0,8735000000.0,,19.0,19.0,63.0,2.0,2616.5999999999999,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,5.0,8735000000.0,,7.5,15.0,68.0,2.0,3349.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,5.0,6153000000.0,1.0,7.5,15.0,68.0,2.0,3349.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Mysidacea,0.0,4.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,6.0,0.0,,0.0,0.0,69.0,1.0,3511.6999999999998,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,7.0,6117000000.0,1.0,0.80000000000000004,40.0,72.0,3.0,4099.8999999999996,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Copepoda,0.0,4.0,,2.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,7.0,8735000000.0,,19.199999999999999,40.0,72.0,3.0,4099.8999999999996,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,2.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,7.0,8735000000.0,,20.0,40.0,72.0,3.0,4099.8999999999996,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,2.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,8.0,3730000000.0,,6.0,15.0,68.0,2.0,3349.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Cnidaria,0.0,3.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010018.0,8827020101.0,8.0,8735000000.0,,9.0,15.0,68.0,2.0,3349.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,1.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11010015.0,8827020101.0,16.0,0.0,,0.0,0.0,67.0,1.0,3193.0,1987.0,6.0,22.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,148.0,54.539999999999999,-158.78,338.0,338.0,12.0,,,620.0,136-54,"1987-06-22 00:00:00"
11010012.0,8827020101.0,1.0,5705000000.0,2.0,32.5,650.0,65.0,6.0,2915.5,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,2.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,1.0,5708000000.0,1.0,617.5,650.0,65.0,6.0,2915.5,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Octopoda,0.0,4.0,,2.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,2.0,5705000000.0,2.0,2.5,5.0,58.0,2.0,1994.2,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,2.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,2.0,8735000000.0,1.0,2.5,5.0,58.0,2.0,1994.2,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,4.0,,2.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,3.0,5705000000.0,3.0,13.300000000000001,14.0,51.0,4.0,1321.0999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,1.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,3.0,5001000000.0,1.0,0.69999999999999996,14.0,51.0,4.0,1321.0999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Polychaeta,0.0,4.0,,1.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010012.0,8827020101.0,4.0,5705000000.0,6.0,15.0,15.0,49.0,4.0,1136.8,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,2.0,,78.0,198701.0,126.0,54.329999999999998,-161.11000000000001,134.0,134.0,8.0,,,610.0,108-49,"1987-06-19 00:00:00"
11010013.0,8827020101.0,1.0,0.0,,0.0,0.0,60.0,1.0,2234.5999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,127.0,54.270000000000003,-161.03,369.0,369.0,13.0,,,610.0,109-48,"1987-06-19 00:00:00"
11010013.0,8827020101.0,2.0,5705000000.0,2.0,7.0,7.0,50.0,3.0,1239.0999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,1.0,,78.0,198701.0,127.0,54.270000000000003,-161.03,369.0,369.0,13.0,,,610.0,109-48,"1987-06-19 00:00:00"
11010013.0,8827020101.0,3.0,5705000000.0,2.0,7.7000000000000002,11.0,51.0,3.0,1321.0999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,1.0,,78.0,198701.0,127.0,54.270000000000003,-161.03,369.0,369.0,13.0,,,610.0,109-48,"1987-06-19 00:00:00"
11010013.0,8827020101.0,3.0,8735000000.0,1.0,3.2999999999999998,11.0,51.0,3.0,1321.0999999999999,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,4.0,,1.0,,78.0,198701.0,127.0,54.270000000000003,-161.03,369.0,369.0,13.0,,,610.0,109-48,"1987-06-19 00:00:00"
11010013.0,8827020101.0,4.0,5705000000.0,1.0,3.0,3.0,60.0,2.0,2232.8000000000002,1987.0,6.0,19.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,2.0,,78.0,198701.0,127.0,54.270000000000003,-161.03,369.0,369.0,13.0,,,610.0,109-48,"1987-06-19 00:00:00"
11010021.0,8827020101.0,1.0,0.0,,0.0,0.0,56.0,1.0,1787.7,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,3.0,0.0,,0.0,0.0,63.0,1.0,2616.5999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,4.0,8791030701.0,1.0,25.0,25.0,71.0,4.0,3851.6999999999998,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Walleye pollock",0.0,3.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,5.0,9999990000.0,,1.0,1.0,64.0,2.0,2753.3000000000002,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,6.0,9999990000.0,,1.0,1.0,62.0,2.0,2484.5999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,7.0,3730000000.0,,44.0,55.0,63.0,4.0,2616.5999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Cnidaria,0.0,4.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,7.0,8735000000.0,,11.0,55.0,63.0,4.0,2616.5999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,8.0,9999990000.0,,3.0,3.0,56.0,2.0,1787.7,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,1.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,9.0,5705000000.0,1.0,22.5,25.0,67.0,4.0,3225.4000000000001,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,4.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,9.0,9999990000.0,,2.5,25.0,67.0,4.0,3225.4000000000001,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,10.0,9999990000.0,,1.0,1.0,61.0,2.0,2359.1999999999998,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,2.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,11.0,5705000000.0,1.0,0.10000000000000001,10.0,80.0,3.0,5824.8999999999996,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Teuthida,0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,11.0,8735000000.0,,9.9000000000000004,10.0,80.0,3.0,5824.8999999999996,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,12.0,0.0,,0.0,0.0,62.0,1.0,2490.5999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Empty,0.0,1.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,13.0,9999990000.0,,2.0,2.0,61.0,2.0,2359.1999999999998,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,14.0,8735000000.0,,24.699999999999999,65.0,72.0,3.0,4099.8999999999996,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,4.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,14.0,3730000000.0,,39.0,65.0,72.0,3.0,4099.8999999999996,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Cnidaria,0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,14.0,6168000000.0,1.0,1.3,65.0,72.0,3.0,4099.8999999999996,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Amphipoda",0.0,4.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,15.0,8735000000.0,,2.0,8.0,70.0,2.0,3732.4000000000001,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Teleost",0.0,2.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,15.0,6168000000.0,3.0,2.0,8.0,70.0,2.0,3732.4000000000001,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Amphipoda",0.0,3.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,15.0,9999990000.0,,4.0,8.0,70.0,2.0,3732.4000000000001,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Org",0.0,2.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,16.0,6168000000.0,,4.5,30.0,63.0,3.0,2627.0999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria","Misc Amphipoda",0.0,4.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010021.0,8827020101.0,16.0,3730000000.0,,25.5,30.0,63.0,3.0,2627.0999999999999,1987.0,6.0,28.0,GOA,"Anoplopoma fimbria",Cnidaria,0.0,4.0,,2.0,,78.0,198701.0,182.0,55.909999999999997,-154.31,700.0,700.0,8.0,,,620.0,190-86,"1987-06-28 00:00:00"
11010018.0,8827020101.0,1.0,3730000000.0,1.0,8.0,80.0,73.0,3.0,4292.8000000000002,1987.0,6.0,23.0,GOA,"Anoplopoma fimbria",Cnidaria,0.0,4.0,,2.0,,78.0,198701.0,155.0,54.740000000000002,-157.87,380.0,380.0,17.0,,,620.0,147-59,"1987-06-23 00:00:00"
11012123.0,8827020101.0,4.0,6174000000.0,34.0,0.69999999999999996,0.69999999999999996,57.0,3.0,1893.0,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Euphausiacea,8.0,4.0,C,1.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012123.0,8827020101.0,5.0,6169000000.0,1.0,7.0000000000000007E-2,8.0000000000000002E-2,65.0,3.0,2894.9000000000001,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Gammaridea,8.0,4.0,C,1.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012127.0,8827020101.0,3.0,8755030501.0,1.0,39.923999999999999,40.329999999999998,67.0,7.0,3225.4000000000001,1990.0,8.0,25.0,GOA,"Anoplopoma fimbria",Osmerid,8.0,5.0,C,2.0,,83.0,199001.0,230.0,58.759999999999998,-149.83000000000001,194.0,194.0,11.0,13.5,5.5,630.0,244-149,"1990-08-25 00:00:00"
11012359.0,8827020101.0,7.0,0.0,,0.0,0.0,63.0,1.0,2616.5999999999999,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria",Empty,8.0,1.0,,1.0,,19.0,199001.0,168.0,56.619999999999997,-155.71000000000001,238.0,238.0,8.0,11.300000000000001,,620.0,173-102,"1990-07-18 00:00:00"
11012359.0,8827020101.0,8.0,8735000000.0,1.0,3.2200000000000002,3.2200000000000002,49.0,4.0,1160.7,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria","Misc Teleost",8.0,3.0,C,1.0,9,19.0,199001.0,168.0,56.619999999999997,-155.71000000000001,238.0,238.0,8.0,11.300000000000001,,620.0,173-102,"1990-07-18 00:00:00"
11012359.0,8827020101.0,9.0,0.0,,0.0,0.0,65.0,1.0,2894.9000000000001,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria",Empty,8.0,1.0,,1.0,,19.0,199001.0,168.0,56.619999999999997,-155.71000000000001,238.0,238.0,8.0,11.300000000000001,,620.0,173-102,"1990-07-18 00:00:00"
11012359.0,8827020101.0,10.0,8735000000.0,1.0,0.11,0.11,62.0,2.0,2484.5999999999999,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria","Misc Teleost",8.0,2.0,C,1.0,9,19.0,199001.0,168.0,56.619999999999997,-155.71000000000001,238.0,238.0,8.0,11.300000000000001,,620.0,173-102,"1990-07-18 00:00:00"
11012362.0,8827020101.0,1.0,8791030701.0,1.0,20.59,20.59,48.0,6.0,1061.3,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria","Walleye pollock",8.0,4.0,7,2.0,,19.0,199001.0,171.0,56.829999999999998,-155.31999999999999,234.0,234.0,14.0,12.300000000000001,,620.0,178-107,"1990-07-18 00:00:00"
11012362.0,8827020101.0,2.0,8791030701.0,1.0,12.23,12.23,64.0,4.0,2768.5999999999999,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria","Walleye pollock",8.0,3.0,C,2.0,9,19.0,199001.0,171.0,56.829999999999998,-155.31999999999999,234.0,234.0,14.0,12.300000000000001,,620.0,178-107,"1990-07-18 00:00:00"
11012362.0,8827020101.0,3.0,0.0,,0.0,0.0,67.0,1.0,3193.0,1990.0,7.0,18.0,GOA,"Anoplopoma fimbria",Empty,8.0,1.0,,1.0,,19.0,199001.0,171.0,56.829999999999998,-155.31999999999999,234.0,234.0,14.0,12.300000000000001,,620.0,178-107,"1990-07-18 00:00:00"
11012123.0,8827020101.0,2.0,6170011000.0,2.0,5.0000000000000001E-3,0.11,61.0,3.0,2357.3000000000002,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Hyperiidea,8.0,5.0,C,1.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012123.0,8827020101.0,2.0,6174020902.0,1.0,0.012,0.11,61.0,3.0,2357.3000000000002,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Euphausiacea,8.0,4.0,C,1.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012123.0,8827020101.0,3.0,6169000000.0,5.0,0.14299999999999999,2.3199999999999998,68.0,3.0,3388.6999999999998,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Gammaridea,8.0,5.0,C,2.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012123.0,8827020101.0,3.0,6170011000.0,1.0,3.0000000000000001E-3,2.3199999999999998,68.0,3.0,3388.6999999999998,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria",Hyperiidea,8.0,5.0,C,2.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
11012123.0,8827020101.0,3.0,6179180000.0,2.0,2.1739999999999999,2.3199999999999998,68.0,3.0,3388.6999999999998,1990.0,8.0,24.0,GOA,"Anoplopoma fimbria","Pandalidae (shrimp)",8.0,3.0,C,2.0,,83.0,199001.0,226.0,58.729999999999997,-149.25999999999999,157.0,157.0,8.0,12.300000000000001,,630.0,251-148,"1990-08-24 00:00:00"
